match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
569244,2012/13,2013-03-14,Basin Reserve,1,0.1,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,0.2,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,0.3,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,0.4,England,New Zealand,AN Cook,NRD Compton,TG Southee,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,0.5,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,0.6,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.1,England,New Zealand,AN Cook,NRD Compton,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.2,England,New Zealand,AN Cook,NRD Compton,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.3,England,New Zealand,AN Cook,NRD Compton,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.4,England,New Zealand,AN Cook,NRD Compton,TA Boult,2,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.5,England,New Zealand,AN Cook,NRD Compton,TA Boult,3,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,1.6,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.1,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.2,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.3,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.4,England,New Zealand,AN Cook,NRD Compton,TG Southee,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.5,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,2.6,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.1,England,New Zealand,AN Cook,NRD Compton,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.2,England,New Zealand,AN Cook,NRD Compton,TA Boult,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.3,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.4,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.5,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,3.6,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.1,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.2,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.3,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.4,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.5,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,4.6,England,New Zealand,AN Cook,NRD Compton,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.1,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.2,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.3,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.4,England,New Zealand,NRD Compton,AN Cook,TA Boult,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.5,England,New Zealand,AN Cook,NRD Compton,TA Boult,2,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,5.6,England,New Zealand,AN Cook,NRD Compton,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.1,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.2,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.3,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.4,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.5,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,6.6,England,New Zealand,NRD Compton,AN Cook,TG Southee,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.1,England,New Zealand,AN Cook,NRD Compton,TA Boult,4,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.2,England,New Zealand,AN Cook,NRD Compton,TA Boult,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.3,England,New Zealand,NRD Compton,AN Cook,TA Boult,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.4,England,New Zealand,AN Cook,NRD Compton,TA Boult,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.5,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,7.6,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.1,England,New Zealand,AN Cook,NRD Compton,N Wagner,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.2,England,New Zealand,AN Cook,NRD Compton,N Wagner,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.3,England,New Zealand,NRD Compton,AN Cook,N Wagner,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.4,England,New Zealand,NRD Compton,AN Cook,N Wagner,1,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.5,England,New Zealand,AN Cook,NRD Compton,N Wagner,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,8.6,England,New Zealand,AN Cook,NRD Compton,N Wagner,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,9.1,England,New Zealand,NRD Compton,AN Cook,TA Boult,2,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,9.2,England,New Zealand,NRD Compton,AN Cook,TA Boult,0,0,,,,,,,,,
569244,2012/13,2013-03-14,Basin Reserve,1,9.3,England,New Zealand,NRD Compton,AN Cook,TA Boult,4,0,,,,,,,,,
