match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1152850,2019,2019-09-12,Kennington Oval,1,0.1,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,0.2,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,0.3,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,0.4,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,0.5,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,0.6,England,Australia,RJ Burns,JL Denly,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.1,England,Australia,JL Denly,RJ Burns,JR Hazlewood,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.2,England,Australia,JL Denly,RJ Burns,JR Hazlewood,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.3,England,Australia,JL Denly,RJ Burns,JR Hazlewood,1,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.4,England,Australia,RJ Burns,JL Denly,JR Hazlewood,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.5,England,Australia,RJ Burns,JL Denly,JR Hazlewood,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,1.6,England,Australia,RJ Burns,JL Denly,JR Hazlewood,4,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,2.1,England,Australia,JL Denly,RJ Burns,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,2.2,England,Australia,JL Denly,RJ Burns,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,2.3,England,Australia,JL Denly,RJ Burns,PJ Cummins,0,0,,,,,,,,,
1152850,2019,2019-09-12,Kennington Oval,1,2.4,England,Australia,JL Denly,RJ Burns,PJ Cummins,0,0,,,,,,,,,
