match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.1,Australia,ICC World XI,JL Langer,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.2,Australia,ICC World XI,JL Langer,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.3,Australia,ICC World XI,JL Langer,ML Hayden,SJ Harmison,0,0,,,,,,bowled,JL Langer,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.4,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.5,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,0.6,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.1,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.2,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.3,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,1,,1,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.4,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.5,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.6,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,2,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,1.7,Australia,ICC World XI,ML Hayden,RT Ponting,A Flintoff,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.1,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.2,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.3,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.4,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.5,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
221840,2005/06,2005-10-14,Sydney Cricket Ground,1,2.6,Australia,ICC World XI,RT Ponting,ML Hayden,SJ Harmison,0,0,,,,,,,,,
