match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.1,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.2,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.3,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,2,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.4,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.5,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,0.6,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.1,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.2,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.3,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,2,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.4,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.5,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,1.6,England,Bangladesh,MA Carberry,AN Cook,Rubel Hossain,0,0,,,,,,,,,
426423,2009/10,2010-03-12,Zohur Ahmed Chowdhury Stadium,1,2.1,England,Bangladesh,AN Cook,MA Carberry,Shahadat Hossain,0,0,,,,,,,,,
